source_file,data_type,category_l1,category_l2,category_l3,geo,value,unit,year,source_org,report_title,url,note,confidence
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia de la cabeza,Lifting facial,Spain,4409,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 2,2%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia de la cabeza,Mentoplastia,Spain,878,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 0,4%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia de la cabeza,Otoplastia,Spain,6963,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 3,4%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia de la cabeza,Rinoplastia,Spain,14385,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 7,0%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Liposuccion,,Spain,21415,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 grouped aesthetic surgery intervention count. Percent column in source table: 10,5%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Liposuccion,Liposuccion por aspiracion convencional,Spain,18246,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 8,9%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Liposuccion,"Liposuccion asistida por laser, ultrasonido o radiofrecuencia",Spain,3169,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 1,5%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia corporal,,Spain,21227,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 grouped aesthetic surgery intervention count. Percent column in source table: 10,4%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia corporal,Abdominoplastia,Spain,12928,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 6,3%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia corporal,Aumento de gluteos,Spain,1436,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 0,7%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia corporal,Lifting de brazos,Spain,1097,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 0,5%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia corporal,Lifting de muslos,Spain,1836,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 0,9%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Cirugia corporal,Cirugia genital,Spain,3930,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 1,9%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Rellenos con grasa autologa,,Spain,5906,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 grouped aesthetic surgery intervention count. Percent column in source table: 2,9%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Rellenos con grasa autologa,Relleno facial con grasa autologa,Spain,3292,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 1,6%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
data\commercial_sources\geo_market_sources\spain_secpre_aesthetic_surgery_report\unknown-year__pdf__secpre-aesthetic-surgery-reality-in-spain-report__765a793c.pdf,procedure_volume,Surgical procedures,Rellenos con grasa autologa,Relleno de gluteos con grasa autologa,Spain,2614,procedures,2021,SECPRE,La realidad de la cirugia estetica en Espana. 2022,https://portalsecpre.org/images/noticias/Informe%20SECPRE_IMOP%202022%20prensa.pdf,"SECPRE Table 1 procedure-level aesthetic surgery intervention count. Percent column in source table: 1,3%. Keep as Spain surgical-only association lane; do not merge silently with ISAPS total procedures. Use the source-reported total row as authoritative; grouped/subprocedure rows are not used to recalculate the total.",official_association_report_manual_qa_surgical_only
