source_id,country,admin_level,admin_name,admin_code,city,metric,value,unit,year,source_org,report_title,source_url,source_page,note,confidence
brazil_sbcp_pesquisas_censo,Brazil,state,Distrito Federal,DF,,plastic_surgeon_count,196,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Mato Grosso do Sul,MS,,plastic_surgeon_count,83,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Rio Grande do Sul,RS,,plastic_surgeon_count,457,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Santa Catarina,SC,,plastic_surgeon_count,244,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Parana,PR,,plastic_surgeon_count,388,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Sao Paulo,SP,,plastic_surgeon_count,2184,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Rio de Janeiro,RJ,,plastic_surgeon_count,922,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Espirito Santo,ES,,plastic_surgeon_count,129,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Minas Gerais,MG,,plastic_surgeon_count,762,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Bahia,BA,,plastic_surgeon_count,197,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Sergipe,SE,,plastic_surgeon_count,36,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Alagoas,AL,,plastic_surgeon_count,37,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Pernambuco,PE,,plastic_surgeon_count,161,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Paraiba,PB,,plastic_surgeon_count,56,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Rio Grande do Norte,RN,,plastic_surgeon_count,50,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Ceara,CE,,plastic_surgeon_count,141,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
brazil_sbcp_pesquisas_censo,Brazil,state,Piaui,PI,,plastic_surgeon_count,39,surgeons,2025,SBCP,Plastiko's 2025 Demografia da Cirurgia Plastica Brasileira,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/,4,"SBCP Censo 2025 page 4 state-level map, number of plastic surgeons. Use as Brazil channel-density denominator, not treatment volume.",official_association_flipbook_manual_qa_state_denominator
