source_id,region_group,country_or_region,source_name,source_family,authority_tier,data_role,metric_potential,source_url,source_page_title,discovered_url,link_text,year,artifact_type,status,http_status,content_type,local_path,sha256,bytes,captured_at,note
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/codigo-de-etica-do-estudante-de-medicina/,Código de Ética do Estudante de Medicina,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/codigo-de-processo-etico-profissional-atual/,Código de Processo Ético-Profissional (Atual),,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/codigo-versoes-anteriores/,Códigos de Ética Médica (versões anteriores),,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/quadro-comparativo/,Quadro Comparativo,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/eventos/vii-encontro-luso-brasileiro-de-bioetica-do-cfm-ii-congresso-nacional-da-sociedade-brasileira-de-bioetica-medica/,Saiba mais,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/noticias/encontro-do-cfm-discute-nesta-sexta-feira-a-integracao-da-espiritualidade-a-pratica-medica,Encontro do CFM discute a integração da espiritualidade à prática médica,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/noticias/justica-mantem-valida-resolucao-cfm-que-define-criterios-para-regime-de-sobreaviso-e-remuneracao-medica/,TRF1 mantém válida Resolução CFM que define critérios para regime de sobreaviso e remuneração,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/noticias/norma-que-regulamenta-a-assistencia-medica-a-pessoas-transgenero-segue-plenamente-vigente-no-pais,Norma que regulamenta a assistência médica a pessoas transgênero segue vigente no país,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/residencia-medica/,Residência Médica,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://publicidademedica.cfm.org.br/,Manual de Publicidade Médica,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://www.youtube.com/watch?v=f7CCS7gjrFg,Webinar do CFM discute hoje a integração da espiritualidade à prática médica,,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/,,,html_source_page,fetched,200,text/html; charset=UTF-8,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/codigo-de-processo-etico-profissional-2001/,Código de Processo Ético-Profissional 2001,2001,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/codigo-de-processo-etico-profissional-2009/,Código de Processo Ético-Profissional (2009),2009,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/codigo-2010/,Código de Ética Médica (2009/2010),2009-2010,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,http://www.flip3d.com.br/web/pub/cfm/index10/?numero=3&edicao=1496,Demografia Médica 2011,2011,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,http://www.flip3d.com.br/web/pub/cfm/index10/?numero=8&edicao=1520,Demografia Médica 2013,2013,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/codigo-de-processo-etico-profissional-2013/,Código de Processo Ético-Profissional (2013),2013,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://portal.cfm.org.br/etica-medica/codigo-de-processo-etico-profissional-2016/,Código de Processo Ético-Profissional (2016),2016,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,http://cem.cfm.org.br/,Código de Ética Médica (2018),2018,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,http://www.flip3d.com.br/web/pub/cfm/index10/?numero=15&edicao=4278#page/1,Demografia Médica 2018,2018,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://www.flip3d.com.br/pub/cfm/index10/?numero=23&edicao=5058,Demografia Médica 2020,2020,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://observatorio.cfm.org.br/demografia/,Demografia Médica 2023,2023,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_cfm_medical_demography,Latin America,Brazil,CFM medical demography and specialty data,official_professional_registry_statistics,official_professional_council,surgeon_denominator_proxy,"physicians by specialty, including plastic surgery, and state-level medical density",https://portal.cfm.org.br/,Portal Médico | Conselho Federal de Medicina.,https://www.flip3d.com.br/pub/cfm/index10/?numero=28&edicao=5665,Demografia Médica 2024,2024,html_link,discovered,,,,,,2026-06-20T11:54:24+08:00,Strong denominator for provider density; not aesthetic procedure volume.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://online.fliphtml5.com/urtuw/REVISTA_CENSO_2025_V06/#p=1,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/cancer-de-pele/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/cirurgia-da-mao/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/cirurgia-para-homens/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/contorno-corporal/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/correcao-de-cicatriz/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/expansao-de-tecido/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/face/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/face/tumores-cutaneos/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/labio-leporino/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/lipoaspiracao/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/mama/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/minimamente-invasivos/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/queimadura/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/cirurgias-e-procedimentos/transplante-capilar/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/en/pesquisas/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/estatuto-regimentos/,,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/pesquisas,Pesquisas,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/pesquisas/#ajax-content-wrap,Skip to main content,,html_link,discovered,,,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.cirurgiaplastica.org.br/pesquisas/,,,html_source_page,fetched,200,text/html; charset=UTF-8,,,,2026-06-20T11:54:20+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,https://www.isaps.org/media/a0qfm4h3/isaps-global-survey_2022.pdf,,,pdf,downloaded,200,application/pdf,data\commercial_sources\geo_market_sources\brazil_sbcp_pesquisas_censo\unknown-year__pdf__isaps-global-survey_2022__ee6fdc69.pdf,b7d00b2e1b8b63d79dfe4a05ca0dc58053e6613511fbb62984523958de96a6a5,4504223,2026-06-20T11:54:21+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
brazil_sbcp_pesquisas_censo,Latin America,Brazil,SBCP pesquisas and censo publications,official_association_statistics,official_association,treatment_volume_candidate_and_surgeon_demography,SBCP censo/demography publications and linked ISAPS Brazil/global reports,https://www.cirurgiaplastica.org.br/pesquisas/,Pesquisas - SBCP,http://www2.cirurgiaplastica.org.br/wp-content/uploads/2017/12/CENSO-2017.pdf,,2017,pdf,discovered,,,,,,2026-06-20T11:54:21+08:00,Official association research page. 2025 item is a FlipHTML5 demography/censo publication and needs structure QA before extraction.
