seed_record_id,company,brand,standard_product_name,search_title,search_url,official_score,final_url,status,error,fetched_title,text_chars
REC_0195,Alvi Prague,DL-7000 Ultra Pulse,半导体脱毛激光,Alvi Prague DL-7000 UltraPuls REDesign diode laser for hair removal - Online cosmetics wholesaler Vanity24.co.uk,https://vanity24.co.uk/alvi-prague-dl-7000-ultrapuls-redesign-diode-laser-for-hair-removal,56,https://vanity24.co.uk/alvi-prague-dl-7000-ultrapuls-redesign-diode-laser-for-hair-removal,200,,Alvi Prague DL-7000 UltraPuls REDesign diode laser for hair removal - Online cosmetics wholesaler Vanity24.co.uk,5295
REC_0434,Alvi Prague,MED-X,二氧化碳点阵激光,Fractional CO2 laser MED-X,https://alvi-prague.com/fractional-laser-co2-med-x,60,https://alvi-prague.com/fractional-laser-co2-med-x,200,,Fractional lasers CO2 : Fractional CO2 laser MED-X,8709
REC_0434,Alvi Prague,MED-X,二氧化碳点阵激光,Fractional CO2 Laser MED-X - Advanced Skin and Vaginal Rejuvenation,https://alvi-prague.ae/fractional-laser-co2-med-x,60,https://alvi-prague.ae/fractional-laser-co2-med-x,200,,Fractional CO2 Laser MED-X - Advanced Skin and Vaginal Rejuvenation,6816
REC_0434,Alvi Prague,MED-X,二氧化碳点阵激光,Frakční lasery : Frakční CO2 laser MED-X s radiofrekvencí koupit v České republice - cena od výrobce,https://alvi-prague.cz/frakcni-laser-med-x-laser-co2-s-radiofrekvenci,60,https://alvi-prague.cz/frakcni-laser-med-x-laser-co2-s-radiofrekvenci,200,,Frakční lasery : Frakční CO2 laser MED-X s radiofrekvencí koupit v České republice - cena od výrobce,13350
REC_0434,Alvi Prague,MED-X,二氧化碳点阵激光,Laser frazionato MED-X Laser CO2 con radiofrequenza acquistare in Italia - prezzo dal produttore,https://alvi-prague.it/laser-frazionario-med-x-laser-co2-con-radiofrequenza,60,https://alvi-prague.it/laser-frazionario-med-x-laser-co2-con-radiofrequenza,200,,Laser frazionato MED-X Laser CO2 con radiofrequenza acquistare in Italia - prezzo dal produttore,15382
REC_0434,Alvi Prague,MED-X,二氧化碳点阵激光,Frakční lasery : Frakční CO2 laser MED-X koupit v České republice - cena od výrobce,https://alvi-prague.cz/frakcni-co2-laser-med-x,60,https://alvi-prague.cz/frakcni-co2-laser-med-x,200,,Frakční lasery : Frakční CO2 laser MED-X koupit v České republice - cena od výrobce,8466
REC_0038,Aptos,Aptos Namica,玻尿酸功能线,Catalogue,https://aptos.cz/catalogue/product_catalogue_en.pdf,64,https://aptos.cz/catalogue/product_catalogue_en.pdf,200,,,6346
REC_0038,Aptos,Aptos Namica,玻尿酸功能线,Namica Around the World - Magenta edition - Aptos,https://aptos.global/index.php/course/4989/namica-around-the-world-magenta-edition,64,https://aptos.global/en/index.php/trainings/4989,200,,Aptos,5
REC_0038,Aptos,Aptos Namica,玻尿酸功能线,Aptos Nano Excellence Method HA NAMICA – Advanced Hydrating Lift with Hyaluronic Acid Based on NAMICA Technology Used in 4th Generation Aptos Threads,https://inomedis.lv/en/catalog/brendy/aptos/nano-excellence-method-ha-namica/,52,https://inomedis.lv/en/catalog/brendy/aptos/nano-excellence-method-ha-namica/,200,,Aptos Nano Excellence Method HA NAMICA – Advanced Hydrating Lift with Hyaluronic Acid Based on NAMICA Technology Used in 4th Generation Aptos Threads,1261
REC_0038,Aptos,Aptos Namica,玻尿酸功能线,Nano Boost S - Aptos,https://aptos.global/product/118/nano-boost-s,48,https://aptos.global/en/product/118/nano-boost-s,200,,Aptos,5
REC_0038,Aptos,Aptos Namica,玻尿酸功能线,Excellence Training Course - Aptos,https://aptos.global/en/course/7923/excellence-training-course,48,https://aptos.global/en/trainings/7923,200,,Aptos,5
REC_0043,Aquavit Pharmaceuticals,Aquagold Ampoules,医用级安瓶,"Aquavit Pharmaceuticals, Inc - 607150 - 06/17/2021 | FDA",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aquavit-pharmaceuticals-inc-607150-06172021,69,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aquavit-pharmaceuticals-inc-607150-06172021,200,,"Aquavit Pharmaceuticals, Inc - 607150 - 06/17/2021 | FDA",17075
REC_0043,Aquavit Pharmaceuticals,Aquagold Ampoules,医用级安瓶,"AQT-001 (AQUAGOLD fine touch)  | Aquavit Pharmaceuticals, Inc.",https://www.aquavitpharma.com/aqt-001-aquagold-fine-touch,40,https://www.aquavitpharma.com/aqt-001-aquagold-fine-touch,200,,"AQT-001 (AQUAGOLD fine touch)  | Aquavit Pharmaceuticals, Inc.",457
REC_0043,Aquavit Pharmaceuticals,Aquagold Ampoules,医用级安瓶,Aquavit Pharmaceuticals Registers AQUAGOLD® Device in Korea,https://www.aquavitpharma.com/post/aquavit-pharmaceuticals-registers-aquagold-device-in-korea,40,https://www.aquavitpharma.com/post/aquavit-pharmaceuticals-registers-aquagold-device-in-korea,200,,Aquavit Pharmaceuticals Registers AQUAGOLD® Device in Korea,2712
REC_0008,Arthrex,ACA-Kit (Autologous Conditioned Adipose),ACA-Kit (Autologous Conditioned Adipose),Arthrex - Arthrex ACP® Double-Syringe System,https://www.arthrex.com/orthobiologics/autologous-conditioned-plasma,64,https://www.arthrex.com/orthobiologics/autologous-conditioned-plasma,200,,Arthrex - Arthrex ACP® Double-Syringe System,11475
REC_0008,Arthrex,ACA-Kit (Autologous Conditioned Adipose),ACA-Kit (Autologous Conditioned Adipose),Arthrex - Arthrex ACP Kit Series I - ABS-10011,https://www.arthrex.com/products/ABS-10011,48,https://www.arthrex.com/products/ABS-10011,200,,Arthrex - Arthrex ACP Kit Series I - ABS-10011,3186
REC_0008,Arthrex,ACA-Kit (Autologous Conditioned Adipose),ACA-Kit (Autologous Conditioned Adipose),The Angel® cPRP System for Customized Cellular Concentrations of Platelet-Rich Plasma,https://cdn.arthrex.io/image/upload/fb6cb0f9-bb0a-4903-b4c9-24b412ea76f0.pdf,40,https://cdn.arthrex.io/image/upload/fb6cb0f9-bb0a-4903-b4c9-24b412ea76f0.pdf,200,,The Angel® cPRP System for Customized Cellular Concentrations of Platelet-Rich Plasma,13497
REC_0902,Asclepion,MeDioStar,810+940nm Diode Hair Removal,MeDioStar Diode Laser Hair Removal Machine | Asclepion UK,https://asclepionuk.com/medical-aesthetic-devices/mediostar-professional-laser/,110,https://asclepionuk.com/medical-aesthetic-devices/mediostar-professional-laser/,200,,MeDioStar Diode Laser Hair Removal Machine | Asclepion UK,17205
REC_0902,Asclepion,MeDioStar,810+940nm Diode Hair Removal,MeDioStar_EN - ASCLEPION,https://asclepion.com/en/mediostar_en/,78,https://asclepion.com/en/mediostar_en/,200,,MeDioStar_EN - ASCLEPION,9690
REC_0902,Asclepion,MeDioStar,810+940nm Diode Hair Removal,MeDioStar_US - ASCLEPION,https://asclepion.com/us/mediostar_us/,78,https://asclepion.com/us/mediostar_us/,200,,MeDioStar_US - ASCLEPION,6615
REC_0902,Asclepion,MeDioStar,810+940nm Diode Hair Removal,Asclepion MedioStar - MedioStar,https://www.aestheticsmedicallaser.com/product/asclepion-mediostar-laser-hair-removal/,44,https://www.aestheticsmedicallaser.com/product/asclepion-mediostar-laser-hair-removal/,200,,Asclepion MedioStar - MedioStar,3352
REC_0974,BNC Korea,BONIVA FILLER,BONIVA Filler,FLORE Lidocaine | HA Filler | BNC,http://www.bnckorea.co.kr/eng/0201products.asp?ct1=G01&ct2=&seq=44&urlkeyword=FLORE+Lidocaine,44,http://www.bnckorea.co.kr/eng/0201products.asp?ct1=G01&ct2=&seq=44&urlkeyword=FLORE+Lidocaine,200,,FLORE Lidocaine | HA Filler | BNC,1203
REC_0974,BNC Korea,BONIVA FILLER,BONIVA Filler,BNC,http://www.bnckorea.co.kr/eng/,44,http://www.bnckorea.co.kr/eng/,200,,BNC,2851
REC_0974,BNC Korea,BONIVA FILLER,BONIVA Filler,JUVEGEL | Juvegel | BNC,http://www.bnckorea.co.kr/eng/0201products.asp?ct1=G09&urlkeyword=Juvegel,44,http://www.bnckorea.co.kr/eng/0201products.asp?ct1=G09&urlkeyword=Juvegel,200,,JUVEGEL | Juvegel | BNC,1409
REC_0974,BNC Korea,BONIVA FILLER,BONIVA Filler,BNC,http://www.bnckorea.co.kr/web/,44,http://www.bnckorea.co.kr/web/,200,,BNC,1779
REC_0974,BNC Korea,BONIVA FILLER,BONIVA Filler,S-DNA | Skin Booster | BNC,http://www.bnckorea.co.kr/eng/0201products.asp?ct1=G02&ct2=&seq=48&urlkeyword=S-DNA,44,http://www.bnckorea.co.kr/eng/0201products.asp?ct1=G02&ct2=&seq=48&urlkeyword=S-DNA,200,,S-DNA | Skin Booster | BNC,1182
REC_0164,BR Pharm,Derm S,Post-Procedure Care,"BR PHARM CO., Ltd. - Skin Care",https://brpharm.gobizkorea.com/,48,http://brpharm.gobizkorea.com/mini/site/miniSiteMain.do?domn_id=brpharm,200,,"BR PHARM CO., Ltd. - Makeup",1527
REC_0340,BRERA Medical,Imperium Med 400,RF & Ultrasound,Medical equipment for physiotherapy and beauty professional,https://www.breramedical.com/home-en/professional-aesthetics/med-400-aesthetics,94,https://www.breramedical.com/home-en/professional-aesthetics/med-400-aesthetics,500,http_error,,0
REC_0340,BRERA Medical,Imperium Med 400,RF & Ultrasound,Imperium Med – Brera Medical Technologies,https://www.breramedical.com/en/products/imperium-med/,94,https://www.breramedical.com/en/products/imperium-med/,200,,Imperium Med – Brera Medical Technologies,3630
REC_0340,BRERA Medical,Imperium Med 400,RF & Ultrasound,Medical equipment for physiotherapy and beauty professional,https://www.breramedical.com/home-en/professional-aesthetics/matrix-aesthetics/content/8-professional-aesthetic,78,https://www.breramedical.com/home-en/professional-aesthetics/matrix-aesthetics/content/8-professional-aesthetic,500,http_error,,0
REC_0340,BRERA Medical,Imperium Med 400,RF & Ultrasound,Medical equipment for physiotherapy and beauty professional,https://www.breramedical.com/home-en/professional-aesthetics/med300-aesthetics/content/8-professional-aesthetic,78,https://www.breramedical.com/home-en/professional-aesthetics/med300-aesthetics/content/8-professional-aesthetic,500,http_error,,0
REC_0340,BRERA Medical,Imperium Med 400,RF & Ultrasound,Medical equipment for physiotherapy and beauty professional,https://www.breramedical.com/home-en/bmt/company,78,https://www.breramedical.com/home-en/bmt/company,500,http_error,,0
REC_0549,BRERA Medical,Plasmage,Fractional Plasma,Plasmage – Brera Medical Technologies,https://www.breramedical.com/en/products/plasmage/,94,https://www.breramedical.com/en/products/plasmage/,200,,Plasmage – Brera Medical Technologies,5461
REC_0549,BRERA Medical,Plasmage,Fractional Plasma,PLASMAGE system - non-invasive soft-surgery - Medical device,https://www.breramedicalusa.com/Plasmage.html,94,https://www.breramedicalusa.com/Plasmage.html,200,,PLASMAGE system - non-invasive soft-surgery - Medical device,1314
REC_0549,BRERA Medical,Plasmage,Fractional Plasma,Medical equipment for physiotherapy and beauty professional,https://www.breramedical.com/home-en/professional-aesthetics/plasmage,94,https://www.breramedical.com/home-en/professional-aesthetics/plasmage,500,http_error,,0
REC_0549,BRERA Medical,Plasmage,Fractional Plasma,Medical equipment for physiotherapy and beauty professional,https://www.breramedical.com/home-en/professional-aesthetics/plasmage/content/8-professional-aesthetic,94,https://www.breramedical.com/home-en/professional-aesthetics/plasmage/content/8-professional-aesthetic,500,http_error,,0
REC_0549,BRERA Medical,Plasmage,Fractional Plasma,Medical equipment for physiotherapy and beauty professional,https://www.breramedical.com/home-en/,62,https://www.breramedical.com/home-en/,500,http_error,,0
REC_0867,BTL,EXION Clear RF,RF for Skin Clarity,Exion - The BTL Multiplatform,https://bodybybtl.com/solutions/exion,78,https://bodybybtl.com/solutions/exion,200,,Exion - The BTL Multiplatform,4260
REC_0867,BTL,EXION Clear RF,RF for Skin Clarity,EXION® urządzenie RF i ultradźwięków - BTL Aesthetics,https://btlaesthetics.pl/produkt/exion/,78,https://btlaesthetics.pl/produkt/exion/,200,,EXION® urządzenie RF i ultradźwięków - BTL Aesthetics,5151
REC_0867,BTL,EXION Clear RF,RF for Skin Clarity,BTL Introduces Exion Clear RF,https://www.spaandclinic.com.au/technology/btl-introduces-exion-clear-rf,44,https://www.spaandclinic.com.au/technology/btl-introduces-exion-clear-rf,200,,BTL Introduces Exion Clear RF,4090
REC_0867,BTL,EXION Clear RF,RF for Skin Clarity,"Exion Clear RF (Skin Purification) Treatment | BTL Exion | AuraDent, Nicosia, Cyprus",https://auradent.clinic/en/aesthetic-services/advanced-tech/btl-exion-en/clear-rf-treatment/,44,https://auradent.clinic/en/aesthetic-services/advanced-tech/btl-exion-en/clear-rf-treatment/,200,,"Exion Clear RF (Skin Purification) Treatment | BTL Exion | AuraDent, Nicosia, Cyprus",16082
REC_0871,BTL,Exilis Ultra,RF + Ultrasound Combination,Reduce Wrinkle and Improve Skin Laxity | EXILIS ULTRA 360,https://btlaesthetics.sg/exilis-ultra-360/,94,https://btlaesthetics.sg/exilis-ultra-360/,200,,Reduce Wrinkle and Improve Skin Laxity | EXILIS ULTRA 360,8261
REC_0871,BTL,Exilis Ultra,RF + Ultrasound Combination,EXILIS Ultra 360 | BTL Philippines OFFICIAL WEBSITE,https://www.btlaesthetics.com.ph/exilis/,94,https://www.btlaesthetics.com.ph/exilis/,200,,EXILIS Ultra 360 | BTL Philippines OFFICIAL WEBSITE,8409
REC_0871,BTL,Exilis Ultra,RF + Ultrasound Combination,EXILIS Ultra 360 | BTL Aesthetics Vietnam Official Website,https://btl-vn.firmstudio.com/exilis/,94,https://btl-vn.firmstudio.com/exilis/,200,,EXILIS Ultra 360 | BTL Aesthetics Vietnam Official Website,9056
REC_0871,BTL,Exilis Ultra,RF + Ultrasound Combination,EXILIS - The Gold Standard in Head-to-Toe RejuvenationSkin Rejuvenation from Head to Toe | Non-invasive | BTL Aesthetics,https://btlaesthetics.com/en/for-providers/exilis-provider,78,https://bodybybtl.com,200,,BodybyBTL - Discover how people have been transformed,2032
REC_0871,BTL,Exilis Ultra,RF + Ultrasound Combination,Exilis Ultra 360 — RF and Ultrasound by BTL | sanoplast.de,https://sanoplast.de/en/brand/exilis-ultra-360/,60,https://sanoplast.de/en/brand/exilis-ultra-360/,200,,Exilis Ultra 360 — RF and Ultrasound by BTL | sanoplast.de,3484
REC_0301,BeautyBio,GloPRO,Microneedling Tool,GloPRO and Microneedling,https://beautybio.gorgias.help/en-US/articles/glopro-and-microneedling-67900,64,https://beautybio.gorgias.help/en-US/articles/glopro-and-microneedling-67900,200,,GloPRO and Microneedling,4435
REC_0301,BeautyBio,GloPRO,Microneedling Tool,BEAUTYBIO GloPRO Microneedling Regeneration Tool User Manual,https://manuals.plus/beautybio/glopro-microneedling-regeneration-tool-manual,60,https://manuals.plus/beautybio/glopro-microneedling-regeneration-tool-manual,403,http_error,,0
REC_0301,BeautyBio,GloPRO,Microneedling Tool,How to Use the GloPRO Microneedling Tool with BeautyBio Products - Flip eBook Pages 1-3 | AnyFlip,https://anyflip.com/uhkiq/ikpi/basic,60,https://anyflip.com/uhkiq/ikpi/basic,200,,How to Use the GloPRO Microneedling Tool with BeautyBio Products - Flip eBook Pages 1-3 | AnyFlip,4710
REC_0301,BeautyBio,GloPRO,Microneedling Tool,BEAUTYBIO GloPRO Microneedling Regeneration Tool,https://beautymedicaldevices.com/beautybio-glopro-microneedling-regeneration-tool/,60,https://beautymedicaldevices.com/beautybio-glopro-microneedling-regeneration-tool/,200,,BEAUTYBIO GloPRO Microneedling Regeneration Tool,4255
REC_0301,BeautyBio,GloPRO,Microneedling Tool,BeautyBio  GloPRO Microneedling Regeneration Tool,https://www.harrods.com/en-gb/p/beautybio-glopro-microneedling-regeneration-tool-000000000005677775,60,,,ProxyError,,0
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,Skincare - Retail - Growth Factors - Benev NEW Dev Store,https://store287.mybigcommerce.com/skincare/retail/growth-factors/,60,https://store287.mybigcommerce.com/skincare/retail/growth-factors/,200,,Skincare - Retail - Growth Factors - Benev NEW Dev Store,202
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,Benev -GF Brightening Complex 5 Vials / 8ml  – Premium Dermal Mart,https://premiumdermalmart.com/products/benev-gf-brightening-complex-5-vials-8ml,58,https://premiumdermalmart.com/products/benev-gf-brightening-complex-5-vials-8ml,200,,Benev -GF Brightening Complex 5 Vials / 8ml - Premium Dermal Mart,9882
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,Skincare | BENEV,https://www.benev.com/benev-skincare,48,https://www.benev.com/benev-skincare,200,,Skincare | BENEV,6269
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,A “Fab” Practice Starts with THESE Five Products!,https://www.benev.com/post/a-fab-practice-starts-with-these-five-products,48,https://www.benev.com/post/a-fab-practice-starts-with-these-five-products,200,,A “Fab” Practice Starts with THESE Five Products!,6651
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,BENEV GF-DNA Serum | LovelySkin,https://www.lovelyskin.com/o/benev-gf-dna-serum,44,https://www.lovelyskin.com/o/benev-gf-dna-serum,200,,BENEV GF-DNA Serum | LovelySkin,4297
REC_0667,Benev,Smart Peels,Modified Acid System,"Modified Jessner peeling with lactobionic acid LEVEL #3, pH=2.8 - SmartDerma",https://smart4derma.com/en/product/modified-jessner-peeling-with-lactobionic-acid-level-3-ph-2-8/,48,https://smart4derma.com/en/product/modified-jessner-peeling-with-lactobionic-acid-level-3-ph-2-8/,200,,"Modified Jessner peeling with lactobionic acid LEVEL #3, pH=2.8 - SmartDerma",2039
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,Bio-Ultimate Platinum Brochures – Bio-Therapeutic,https://bio-therapeutic.com/products/bio-ultimate-platinum-brochures,100,https://bio-therapeutic.com/products/bio-ultimate-platinum-brochures,200,,Bio-Ultimate Platinum Brochures – Bio-Therapeutic,705
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,Bio-Ultimate Platinum Microcurrent System by Bio-Therapeutic,https://bio-therapeutic.com/products/bio-ultimate-platinum-bt-sculpt-pro-package,92,https://bio-therapeutic.com/products/bio-ultimate-platinum-bt-sculpt-pro-package,200,,Bio-Ultimate Platinum Microcurrent System by Bio-Therapeutic,3045
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,"Bio-Ultimate® Platinum | Advanced Microcurrent Platform
– Bio-Therapeutic Australia",https://www.biotherapeuticaus.com.au/pages/bio-ultimate-platinum,92,https://www.biotherapeuticaus.com.au/pages/bio-ultimate-platinum,200,,"Bio-Ultimate® Platinum | Advanced Microcurrent Platform
– Bio-Therapeutic Australia",3333
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,BIO-ULITIMATE PLATINUM | Bio-Therapeutic SA,https://www.bio-therapeutic.co.za/bio-ultimate-platinum,92,https://www.bio-therapeutic.co.za/bio-ultimate-platinum,200,,BIO-ULITIMATE PLATINUM | Bio-Therapeutic SA,1880
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,"Bio-Therapeutic: Global Pioneers in Microcurrent | The Ultimate Age De
– Bio-Therapeutic Australia",https://www.biotherapeuticaus.com.au/pages/microcurrent-facial-device,92,https://www.biotherapeuticaus.com.au/pages/microcurrent-facial-device,200,,"Bio-Therapeutic: Global Pioneers in Microcurrent | The Ultimate Age De
– Bio-Therapeutic Australia",4177
REC_0967,BioPlus,ACROSS,ACROSS,"BioPlus Co., Ltd.",https://ubioplus.com/?ckattempt=1,62,https://ubioplus.com/?ckattempt=1,200,,,0
REC_0967,BioPlus,ACROSS,ACROSS,Kiara Reju Treatment,http://bioplus-kiarareju.com/KiaraRejuTreatment,62,http://bioplus-kiarareju.com/KiaraRejuTreatment,200,,,194
REC_0967,BioPlus,ACROSS,ACROSS,For Healthcare Professionals,http://bioplus-kiarareju.com/ForHealthcareProfessionals,62,http://bioplus-kiarareju.com/ForHealthcareProfessionals,200,,,194
REC_0605,Biotec,Renova,Facial Platform,RENOVA OMNIA,https://www.biotecitalia.com/aesthetics/en/technologies/renova-omnia/renova-omnia-facial-treatment-technologies/,48,https://www.biotecitalia.com/aesthetics/en/technologies/renova-omnia/renova-omnia-facial-treatment-technologies/,403,http_error,,0
REC_0605,Biotec,Renova,Facial Platform,RENOVA OMNIA - Biotec Italia UK,https://biotecitaliauk.co.uk/renova-omnia/,48,https://biotecitaliauk.co.uk/renova-omnia/,200,,RENOVA OMNIA - Biotec Italia UK,11649
REC_0605,Biotec,Renova,Facial Platform,RENOVA - Biotec Italia UK,https://biotecitaliauk.co.uk/renova/,48,https://biotecitaliauk.co.uk/renova/,200,,RENOVA - Biotec Italia UK,8575
REC_0605,Biotec,Renova,Facial Platform,used Biotec Hifu - renova,https://laserandaesthetics.co.uk/used-equipment/used-biotec-hifu-renova/,36,https://laserandaesthetics.co.uk/used-equipment/used-biotec-hifu-renova/,200,,used Biotec Hifu - renova,1688
REC_0287,Blue Moon,Frozen,Cryolipolysis,Establishment Registration & Device Listing,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfrl/rl.cfm?lid=957662&lpcd=OOK,45,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfrl/rl.cfm?lid=957662&lpcd=OOK,200,,Establishment Registration & Device Listing,1905
