seed_record_id,company,brand,standard_product_name,url,final_url,status,error,title,text_chars
REC_0063,Institute BCN,BCN,BCN Classics,https://www.institutebcn.com.au/bcn-classics/,https://institutebcn.com.au/bcn-classics/,200,,BCN Classics - Institute BCN AU,547
REC_0063,Institute BCN,BCN,BCN Classics,https://institutebcn.com/bcn-productos-in/,https://institutebcn.com/bcn-productos-in/,200,,BCN Productos (IN) - Institute BCN,4538
REC_0063,Institute BCN,BCN,BCN Classics,https://institutebcn.com/bcn-advanced-in/,https://institutebcn.com/bcn-advanced-in/,200,,BCN ADVANCED (IN) - Institute BCN,4140
REC_0067,HansBiomed.,BellaGel,BellaGel Micro,http://www.bellagelimplants.com/en/bellagel_breastimplant,http://www.bellagelimplants.com/en/bellagel_breastimplant,200,,BELLAGEL,1609
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,https://www.benev.com/benev-skincare,https://www.benev.com/benev-skincare,200,,Skincare | BENEV,6269
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,https://www.benev.com/exosome,https://www.benev.com/exosome,200,,EXOSOMES | BENEV,5620
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,https://www.benev.com/,https://www.benev.com/,200,,BENEV | Exosome | SYLFIRM X Microneedling | Growth Factors | Mission Viejo,1089
REC_0071,Benev,Benev GF Series (GF-DNA),Growth Factors,https://www.benev.com/post/using-benev-exobalm-in-your-everyday-practice,https://www.benev.com/post/using-benev-exobalm-in-your-everyday-practice,200,,Using BENEV ExoBalm in Your Everyday Practice,5020
REC_0073,Body Health,BHS 156 Venera / Iconyc,Body Contouring Platform,https://bodyhealthportugal.com/iconyc-criofrequencia/,https://bodyhealthportugal.com/iconyc-criofrequencia/,200,,Criofrequência BHS 156 FULL | Body Health Portugal,9853
REC_0073,Body Health,BHS 156 Venera / Iconyc,Body Contouring Platform,https://bodyhealth.hr/en/iconyc-cryohimfu-2/,https://bodyhealth.hr/en/iconyc-cryohimfu-2/,200,,Iconyc Cryo+HImFU – Body Health®,2092
REC_0073,Body Health,BHS 156 Venera / Iconyc,Body Contouring Platform,https://bodyhealthgroup.es/iconyc-cryohimfu/,https://bodyhealthgroup.es/iconyc-cryohimfu/,200,,ICONYC CRYO+HIMFU – Body Health®,2003
REC_0073,Body Health,BHS 156 Venera / Iconyc,Body Contouring Platform,https://bodyhealth.com.ar/en/iconyc-cryohimfu-2/,https://bodyhealth.com.ar/en/iconyc-cryohimfu-2/,200,,Iconyc Cryo+HImFU – Body Health®,2005
REC_0074,Body Health,BHS 201 / Cryo-Frequency,Cryo-Radiofrequency,https://bodyhealth.com.ar/en/refreeze-en/,https://bodyhealth.com.ar/en/refreeze-en/,200,,ReFreeze EN – Body Health®,1788
REC_0075,Body Health,BHS 202 / BHS 156 (HIMFU),HIMFU (Body Contouring),https://bodyhealthgroup.es/en/himfu-en/,https://bodyhealthgroup.es/en/himfu-en/,200,,HImFU En – Body Health®,1382
REC_0075,Body Health,BHS 202 / BHS 156 (HIMFU),HIMFU (Body Contouring),https://www.bodyhealthbrasil.com/himfu/,https://www.bodyhealthbrasil.com/himfu/,500,http_error,,0
REC_0075,Body Health,BHS 202 / BHS 156 (HIMFU),HIMFU (Body Contouring),https://bodyhealthportugal.com/iconyc-criofrequencia/,https://bodyhealthportugal.com/iconyc-criofrequencia/,200,,Criofrequência BHS 156 FULL | Body Health Portugal,9853
REC_0075,Body Health,BHS 202 / BHS 156 (HIMFU),HIMFU (Body Contouring),https://bodyhealth.com.ar/en/himfu-en/,https://bodyhealth.com.ar/en/himfu-en/,200,,HImFU En – Body Health®,1382
REC_0076,Bio-Therapeutic,Bio-Brasion Trinity / GEN4,Wet/Dry Microdermabrasion,https://bio-therapeutic.online/equipment/,https://bio-therapeutic.online/equipment/,200,,Bio-therapeutic Europe - Equipment,9513
REC_0076,Bio-Therapeutic,Bio-Brasion Trinity / GEN4,Wet/Dry Microdermabrasion,https://bio-therapeutic.com/products/bio-brasion-gen4,https://bio-therapeutic.com/products/bio-brasion-gen4,200,,Bio-Brasion GEN4 – Bio-Therapeutic,3821
REC_0076,Bio-Therapeutic,Bio-Brasion Trinity / GEN4,Wet/Dry Microdermabrasion,https://bio-therapeutic.com/,https://bio-therapeutic.com/,200,,Bio-Therapeutic,2574
REC_0076,Bio-Therapeutic,Bio-Brasion Trinity / GEN4,Wet/Dry Microdermabrasion,https://www.bio-therapeutic.co.za/bio-brasion-trinity,https://www.bio-therapeutic.co.za/bio-brasion-trinity,200,,BIO-BRASION TRINITY | Bio-Therapeutic SA,2696
REC_0079,Eberlin,Biological Line,Professional,https://eberlinbiocosmetics.com/en/infinity-line/,https://eberlinbiocosmetics.com/en/infinity-line/,200,,INFINITY LINE - Eberlin Biocosmetics UK,13306
REC_0079,Eberlin,Biological Line,Professional,https://eberlinbiocosmetics.com/en/mesocell-line-2/,https://eberlinbiocosmetics.com/en/mesocell-line-2/,200,,MESOCELL LINE - Eberlin Biocosmetics UK,8685
REC_0079,Eberlin,Biological Line,Professional,https://eberlinbiocosmetics.com/en/slim-firming-line/,https://eberlinbiocosmetics.com/en/slim-firming-line/,200,,SLIM & FIRMING LINE - Eberlin Biocosmetics UK,16481
REC_0081,Zepter,Bioptron 2 / Pro 1,Light Therapy (Photobiomodulation),https://bioptron.co.nz/products/bioptron-pro1-with-table-stand,https://bioptron.co.nz/products/bioptron-pro1-with-table-stand,200,,Bioptron Pro1 with Table Stand - Light Therapy Device  – Zepter Bioptron Hyperlight,12069
REC_0081,Zepter,Bioptron 2 / Pro 1,Light Therapy (Photobiomodulation),http://en-az.zepter.com/MainMenu/Products/Medical/Bioptron/ProductRange.aspx,http://en-az.zepter.com/MainMenu/Products/Medical/Bioptron/ProductRange.aspx,200,,Zepter - Bioptron,17
REC_0081,Zepter,Bioptron 2 / Pro 1,Light Therapy (Photobiomodulation),https://bioptron.com/products/bioptron-pro1,https://www.bioptron.com/products/bioptron-pro1/,200,,Bioptron Pro1 - Bioptron,4425
REC_0081,Zepter,Bioptron 2 / Pro 1,Light Therapy (Photobiomodulation),https://shop.zepter.com/Bioptron/Hyperlight-Therapy/BIOPTRON-PRO1-with-table-stand,https://shop.zepter.com/Bioptron/Hyperlight-Therapy/BIOPTRON-PRO1-with-table-stand,200,,Bioptron Pro 1 - Light Therapy Device - Zepter Shop - Zepter Shop,16074
REC_0082,Zepter,Bioptron MedAll,Light Therapy,https://az.zepter.com/MainMenu/Products/Medical/Bioptron/ProductRange.aspx,https://az.zepter.com/MainMenu/Products/Medical/Bioptron/ProductRange.aspx,200,,Zepter - Bioptron,17
REC_0082,Zepter,Bioptron MedAll,Light Therapy,https://www.bioptron.com/,https://www.bioptron.com/,200,,Bioptron Hyperlight Therapy System by Zepter Group - Bioptron,3027
REC_0082,Zepter,Bioptron MedAll,Light Therapy,https://bioptron.com/,https://www.bioptron.com/,200,,Bioptron Hyperlight Therapy System by Zepter Group - Bioptron,3027
REC_0082,Zepter,Bioptron MedAll,Light Therapy,http://en-az.zepter.com/MainMenu/Products/Medical/Bioptron/ProductRange.aspx,http://en-az.zepter.com/MainMenu/Products/Medical/Bioptron/ProductRange.aspx,200,,Zepter - Bioptron,17
REC_0084,CMed Aesthetics,BioReTherapy (Hydra/Lift),Post-Procedure,https://cmedaestheticsaustralia.com.au/blogs/news/bioretherapy-system-biorepeelcl-%C2%AE-biorehydra-biorelift,https://cmedaestheticsaustralia.com.au/blogs/news/bioretherapy-system-biorepeelcl-%C2%AE-biorehydra-biorelift,200,,"BIORETHERAPY SYSTEM BioRePeelCl₃® - BioReHydra - BioReLift
 – CMED Aesthetics ANZ",6899
REC_0084,CMed Aesthetics,BioReTherapy (Hydra/Lift),Post-Procedure,https://cmedaestheticsaustralia.com.au/collections/bioretherapy-face-body-peel,https://cmedaestheticsaustralia.com.au/collections/bioretherapy-face-body-peel,200,,"BioReTherapy BioRePeelCl₃® Professional
 – CMED Aesthetics ANZ",3291
REC_0084,CMed Aesthetics,BioReTherapy (Hydra/Lift),Post-Procedure,https://cmedaesthetics.com/en,https://cmedaesthetics.com/,200,,CMed Aesthetics S.p.A. – Italian Innovators in Aesthetic Excellence,5250
REC_0084,CMed Aesthetics,BioReTherapy (Hydra/Lift),Post-Procedure,https://cmedaesthetics.com/ares-aa-4/,https://cmedaesthetics.com/ares-aa-4/,200,,Ares AA – CMed Aesthetics S.p.A.,4887
REC_0085,Dr. Korman,Biorevitalizers,Biorevitalization,https://drkorman.com/biorevitalization/,https://drkorman.com/biorevitalization/,200,,Biorevitalization – DKL: Creating Beauty by Science,773
REC_0085,Dr. Korman,Biorevitalizers,Biorevitalization,https://drkorman.com/dermal-fillers/,https://drkorman.com/dermal-fillers/,200,,Dermal Fillers – DKL: Creating Beauty by Science,1026
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,https://www.biotherapeuticaus.com.au/pages/bio-ultimate-platinum,https://www.biotherapeuticaus.com.au/pages/bio-ultimate-platinum,200,,"Bio-Ultimate® Platinum | Advanced Microcurrent Platform
– Bio-Therapeutic Australia",3333
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,https://www.bio-therapeutic.co.za/,https://www.bio-therapeutic.co.za/,200,,Beauty Products | Bio-Therapeutic South Africa | Cape Town,4311
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,https://bio-therapeutic.online/equipment/,https://bio-therapeutic.online/equipment/,200,,Bio-therapeutic Europe - Equipment,9513
REC_0086,Bio-Therapeutic,Bio-Ultimate Platinum,Microcurrent,https://bio-therapeutic.online/bt-sculpt-new/,https://bio-therapeutic.online/bt-sculpt-new/,200,,Bio-therapeutic Europe - bt-sculpt,7660
REC_0088,Hugel,BlueRose,BlueRose Threads,https://hugel-inc.com/tw/solution/quality,https://www.hugel-inc.com/tw/solution/quality,200,,HUGEL,1437
REC_0088,Hugel,BlueRose,BlueRose Threads,https://bluerose.co.kr/,https://bluerose.co.kr/,200,,"블루로즈 | PDO & PCL 봉합사, Thread",418
REC_0088,Hugel,BlueRose,BlueRose Threads,https://bluerose.co.kr/home,https://bluerose.co.kr/home,200,,HOME  |  BLUEROSE,2420
REC_0088,Hugel,BlueRose,BlueRose Threads,https://www.hugel-inc.com/en/solution/brands,https://www.hugel-inc.com/en/solution/brands,200,,HUGEL,1370
REC_0090,BMED,Bontempi,B.A.F.F.I. Kit,https://www.bontempimed.com/cataloghi/Brochure_Tecnica_BAFFI_BUTTOCK_Quaranta.pdf,https://www.bontempimed.com/cataloghi/Brochure_Tecnica_BAFFI_BUTTOCK_Quaranta.pdf,200,,Brochure_Tecnica_BAFFI_BUTTOC...,3726
REC_0091,BMED,Bontempi,Supercut Scissors,https://bmedsurgery.it/,https://www.bontempimed.com/,200,,Bontempi - Catalogo Strumenti Chirurgici,10342
REC_0091,BMED,Bontempi,Supercut Scissors,https://bontempimed.com/,https://www.bontempimed.com/,200,,Bontempi - Catalogo Strumenti Chirurgici,10342
REC_0092,BMED,Bontempi,Rhinoplasty Instruments,https://bmedsurgery.it/,https://www.bontempimed.com/,200,,Bontempi - Catalogo Strumenti Chirurgici,10342
REC_0092,BMED,Bontempi,Rhinoplasty Instruments,https://www.bontempimed.com/,https://www.bontempimed.com/,200,,Bontempi - Catalogo Strumenti Chirurgici,10342
REC_0092,BMED,Bontempi,Rhinoplasty Instruments,https://bontempionline.com/,https://www.bontempionline.com/,200,,BONTEMPI – Strumentario Chirurgico – Catalogo Strumenti Chirurgici – Chirurgia Estetica,974
REC_0095,DSD Pharm,Botox Like Hair Therapy,Hair Structure,https://dsddeluxe.de/,https://dsddeluxe.de/,200,,DSD de Luxe - Haarwuchsmittel & Produkte gegen Haarausfall,2737
REC_0104,Abio Materials,Celexo,术后修复与抗衰,https://a-biousa.com/portfolio/celexo-exo-cica-cica-exosome-signaling-trouble-care-booster/,https://a-biousa.com/celexo-exo-cica-cica-exosome-signaling-trouble-care-booster/,200,,Celexo Exo Cica | Skin Repair & Barrier Recovery Booster,8901
REC_0104,Abio Materials,Celexo,术后修复与抗衰,https://a-biousa.com/portfolio/cellexosome-black-label-skin/,https://a-biousa.com/cellexosome-black-label-skin/,200,,CellExosome Black Label Skin | Exosome Anti-Aging Treatment,10309
REC_0104,Abio Materials,Celexo,术后修复与抗衰,https://a-biousa.com/celexo-blacklabel-triple-exosome-signaling-anti-aging-care-booster/,https://a-biousa.com/celexo-blacklabel-triple-exosome-signaling-anti-aging-care-booster/,200,,Celexo Blacklabel | Triple Exosome Anti-Aging Skin Booster,9905
REC_0104,Abio Materials,Celexo,术后修复与抗衰,https://a-biousa.com/celexo-exo-cica-cica-exosome-signaling-trouble-care-booster/,https://a-biousa.com/celexo-exo-cica-cica-exosome-signaling-trouble-care-booster/,200,,Celexo Exo Cica | Skin Repair & Barrier Recovery Booster,8901
