seed_record_id,query,title,url,official_score
REC_0014,"Advance Esthetic Adonyss official product page IFU brochure ""indication"" ""intended use"" EBD Professional Treatment",Диодный лазер для удаления волос Adonyss Di-Nexx (Адонис Динекст)| Adonyss – Высокотехнологичный бренд лазерного оборудования №1 в мире,https://adonyss.com.ua/product/adonyss-di-nexx-hair-removal-diode-laser,16
REC_0014,"Advance Esthetic Adonyss official product page IFU brochure ""indication"" ""intended use"" EBD Professional Treatment",Аппараты микроигольчатого фракционного RF лифтинга Adonyss,https://adonyss.com.ua/catalog/face/microneedle-fractional-rf-lifting,24
REC_0014,"Advance Esthetic Adonyss official product page IFU brochure ""indication"" ""intended use"" EBD Professional Treatment",Аппарат фотоэпиляции IPL для удаления волос и омоложения кожи Adonyss I-Leen | Adonyss – Высокотехнологичный бренд лазерного оборудования №1 в мире,https://adonyss.com.ua/product/adonyss-i-leen-ipl-hair-removal-and-skin-rejuvenation-machine,16
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",DermaClear | Hydradermabrasion Skin Treatment Machine | Alma,https://almalasers.com/product/dermaclear/,106
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",Alma DermaClear - 3-in-1 Advanced Hydradermabrasion Platform - Brochure,https://www.medical-xprt.com/downloads/alma-dermaclear-3-in-1-advanced-hydradermabrasion-platform-brochure-1060491,52
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",Hydradermabrasion Treatments | Alma,https://almalasers.com/treatments/hydradermabrasion/,90
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",DermaClear - Alma UK,https://almalasers.co.uk/product/dermaclear/,90
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",Alma DermaClear - | Alma® Lasers Australia,https://alma-lasers.com.au/product/dermaclear/,90
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",DermaClear - Alma HK,https://almalasers.com.hk/product/dermaclear/,90
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",DermaClear - ALMA IN| T2,https://almalasers.co.in/product/dermaclear/,90
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management","Alma, a Sisram Medical Company, Launches DermaClear 3-in-1 Skin Hydradermabrasion Platform",https://www.prnewswire.co.uk/news-releases/alma-a-sisram-medical-company-launches-dermaclear-3-in-1-skin-hydradermabrasion-platform-824018097.html,44
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",Hydradermabrasion - | Alma® Lasers Australia,https://alma-lasers.com.au/treatments/hydradermabrasion/,90
REC_0851,"Alma Lasers DermaClear Hydradermabrasion System official product page IFU brochure ""indication"" ""intended use"" EBD Skin Management",Hydradermabrasion - Alma UK,https://almalasers.co.uk/treatments/hydradermabrasion/,90
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",HIFU machines,https://alvi-prague.com/smas-hifu-machines/,52
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",Maquina HIFU Super-Lift comprar directamente del fabricante Alvi Prague,https://alvi-prague.es/apparat-hifu,52
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",Buy Skin Care Machines | Prices by Alvi Prague,https://alvi-prague.com/multifunctional-mashines/,52
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",Beauty machines,https://alvi-prague.com/beauty-equipment/,44
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",Multifunctional beauty machine Alvi Prague F-5 — Buy at AlviBalt Store,https://alvibalt.eu/en/cosmetic-equipment-alvi-praga/mnogofunkcionalnyj-apparat-alvi-prague-f-5.html,32
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",Alvi Prague,https://alvi-prague.ae/alvi-prague-en-gb/,44
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",〚Alvi Prague F-5〛- Mediostar - Lviv,https://mediostar.ua/en/equipment/alvi-prague-f-5-3/,24
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",Alvi Prague Skin Care Machine F-4 - Salvia Med,https://salviamed.md/dispozitive/alvi-prague-skin-care-machine-f-4/,24
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",SMAS lifting HIFU Super-Lift — Buy at AlviBalt Store,https://alvibalt.eu/en/cosmetic-equipment-alvi-praga/apparat-smas-lifting-hifu-super-lift-.html,20
REC_0058,"Alvi Prague Autonomy F-Series official product page IFU brochure ""indication"" ""intended use"" EBD HIFU",Beauty Machines - Advanced Solutions by Alvi Prague in UAE,https://alvi-prague.ae/beauty-equipment/,44
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Fractional CO2 laser MED-X,https://alvi-prague.com/fractional-laser-co2-med-x,60
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Fractional CO2 Laser MED-X - Advanced Skin and Vaginal Rejuvenation,https://alvi-prague.ae/fractional-laser-co2-med-x,60
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Frakční lasery : Frakční CO2 laser MED-X s radiofrekvencí koupit v České republice - cena od výrobce,https://alvi-prague.cz/frakcni-laser-med-x-laser-co2-s-radiofrekvenci,60
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Laser frazionato MED-X Laser CO2 con radiofrequenza acquistare in Italia - prezzo dal produttore,https://alvi-prague.it/laser-frazionario-med-x-laser-co2-con-radiofrequenza,60
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Frakční lasery : Frakční CO2 laser MED-X koupit v České republice - cena od výrobce,https://alvi-prague.cz/frakcni-co2-laser-med-x,60
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Фракційний лазер MED-X Laser CO2 - купити в Києві з доставкою по Україні | Інтернет-магазин Alvi Prague,https://alvi-prague.ua/uk/frakcionnyi-lazer-med-x-laser-co2,60
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Фракционный CO2-лазер MED-X с RF-мод ...,https://alviprague.kz/fractional-co2-laser-with-rf-module,60
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser","Láser fraccional MED-X CO2
 – Belleza24",https://www.belleza24.es/products/laser-fraccional-med-x-co2,16
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Laser frakcyjny CO2 MED-X kupić w Polsce,https://alvi-prague.pl/frakcyjny-med-x-laser-co2,60
REC_0434,"Alvi Prague MED-X official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Show All Products,https://alvi-prague.com/index.php?route=extension%2Fmodule%2Fallproduct,44
REC_0008,"Arthrex ACA-Kit Autologous Conditioned Adipose official product page IFU brochure ""indication"" ""intended use"" Regenerative PRP-PRF",Arthrex - Cellular and Molecular,https://www.arthrex.com/orthobiologics/cellular-and-molecular,32
REC_0008,"Arthrex ACA-Kit Autologous Conditioned Adipose official product page IFU brochure ""indication"" ""intended use"" Regenerative PRP-PRF",Document Library - Arthrex SA,https://www.arthrexsa.co.za/document-library/,32
REC_0008,"Arthrex ACA-Kit Autologous Conditioned Adipose official product page IFU brochure ""indication"" ""intended use"" Regenerative PRP-PRF",Arthrex - Arthrex ACP Kit Series I - ABS-10011,https://www.arthrex.com/products/ABS-10011,48
REC_0008,"Arthrex ACA-Kit Autologous Conditioned Adipose official product page IFU brochure ""indication"" ""intended use"" Regenerative PRP-PRF",Arthrex - Arthrex ACP® Double-Syringe System,https://www.arthrex.com/orthobiologics/autologous-conditioned-plasma,64
REC_0008,"Arthrex ACA-Kit Autologous Conditioned Adipose official product page IFU brochure ""indication"" ""intended use"" Regenerative PRP-PRF",The Angel® cPRP System for Customized Cellular Concentrations of Platelet-Rich Plasma,https://cdn.arthrex.io/image/upload/fb6cb0f9-bb0a-4903-b4c9-24b412ea76f0.pdf,40
REC_0008,"Arthrex ACA-Kit Autologous Conditioned Adipose official product page IFU brochure ""indication"" ""intended use"" Regenerative PRP-PRF",Arthrex ACP Max,https://www.arthrex-celltherapy.com/acp-max,32
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Diode lasers,https://alvi-prague.com/diode-lasers/,44
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Diodové lasery : Diodový laser UltraPuls DL-7000 red koupit v České republice - cena od výrobce,https://alvi-prague.cz/diodovy-laser-dl-7000-red,76
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Diode Laser Hair Removal - Advanced Solutions by Alvi Prague in UAE,https://alvi-prague.ae/diode-lasers/,44
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Maquina laser de diodo UltraPuls DL-7000 rojo comprar directamente del fabricante Alvi Prague,https://alvi-prague.es/diodnyj-lazer-dl-7000-rojo,76
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Diodové lasery : DL-7000 UltraPuls Smart – profesionální diodový laser pro bezpečnou a efektivní epilaci,https://alvi-prague.cz/diodovy-laser-alvi-dl-7000,76
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Diode laser for hair removal DL-7000 UltraPuls – VNS GROUP US,https://vnsgroup.us/diode-laser-for-hair-removal-dl-7000-ultrapuls/,32
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Diode laser for hair removal DL-7000 UltraPuls REDesign – VNS GROUP US,https://vnsgroup.us/dl-7000-ultrapuls-redesign/,32
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Alvi Prague DL-7000 UltraPuls REDesign diode laser for hair removal - Online cosmetics wholesaler Vanity24.co.uk,https://vanity24.co.uk/alvi-prague-dl-7000-ultrapuls-redesign-diode-laser-for-hair-removal,56
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Diode Laser Hair Removal - Advanced Solutions by Alvi Prague in UAE,https://alvi-prague.ae/cosmetic-lasers/diode-lasers/,44
REC_0195,"Alvi Prague DL-7000 Ultra Pulse official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Laser diodowy do depilacji UltraPuls DL-7000 kupić w Polsce,https://alvi-prague.pl/laser-diodowy-ultra-pulse-dl-7000,92
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Catalogue,https://aptos.cz/catalogue/product_catalogue_en.pdf,64
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Nano excellence method HA,https://demo.spega-medical.com/en/nano-excellence-method-ha-1896,0
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Nano Boost S - Aptos,https://aptos.global/product/118/nano-boost-s,48
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Aptos Nano Excellence Method HA NAMICA – Advanced Hydrating Lift with Hyaluronic Acid Based on NAMICA Technology Used in 4th Generation Aptos Threads,https://inomedis.lv/en/catalog/brendy/aptos/nano-excellence-method-ha-namica/,52
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Benefits of P(LA/CL)-Hyaluronic Acid Threads With Innovative Hyaluronic Acid Coating Technology (NAMICA)-Preclinical Test Results - PubMed,https://pubmed.ncbi.nlm.nih.gov/41098145/,16
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Namica Technology,https://namica.ngt.hk/,16
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Facial Rejuvenation with a new generation of combined poly-L-lactic acid and polycaprolactone threads with HA  | PRIME Journal,https://www.prime-journal.com/facial-rejuvenation-with-a-new-generation-of-combined-poly-l-lactic-acid-and-polycaprolactone-threads-with-ha/,0
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Aptos. Visage Excellence Method Soft HA Namica (10 pcs.) ☜❶☞ Cutis Medical,https://cutismedical.com/shop/threads/aptos-visage-excellence-method-soft-ha-namica-10-pcs/,44
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Excellence Training Course - Aptos,https://aptos.global/en/course/7923/excellence-training-course,48
REC_0038,"Aptos Namica official product page IFU brochure ""indication"" ""intended use"" Injectables Dermal Filler",Namica Around the World - Magenta edition - Aptos,https://aptos.global/index.php/course/4989/namica-around-the-world-magenta-edition,64
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical","AQT-001 (AQUAGOLD fine touch)  | Aquavit Pharmaceuticals, Inc.",https://www.aquavitpharma.com/aqt-001-aquagold-fine-touch,40
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical","Medical Aesthetics | Aquavit Pharmaceuticals, Inc.",https://www.aquavitpharma.com/medical-aesthetics-1,24
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical","Aquagold
    
    
    
      – Aquavit Skin Health",https://aquagoldfinetouch.com/pages/aquagold,28
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical","Product Pipeline | Aquavit Pharmaceuticals, Inc.",https://www.aquavitpharma.com/product-pipeline-medical-divisions,24
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical","AQUAGOLD® Starter Pack (8 Units)
– Aquavit Skin Health",https://aquavitskinhealth.com/products/aquagold,28
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical","Patient Safety
    
    
    
      – Aquavit Skin Health",https://aquagoldfinetouch.com/pages/patient-safety,28
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical","Aquavit Pharmaceuticals, Inc - 607150 - 06/17/2021 | FDA",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/aquavit-pharmaceuticals-inc-607150-06172021,69
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical","About
    
    
    
      – Aquavit Skin Health",https://aquagoldfinetouch.com/pages/about,28
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical",Technologie AQUAGOLD® | AQUAGOLD® fine touch™,https://www.aquagoldfinetouch.eu/technologie-aquagold-r,16
REC_0043,"Aquavit Pharmaceuticals Aquagold Ampoules official product page IFU brochure ""indication"" ""intended use"" Skincare Cosmeceutical",Aquavit Pharmaceuticals Registers AQUAGOLD® Device in Korea,https://www.aquavitpharma.com/post/aquavit-pharmaceuticals-registers-aquagold-device-in-korea,40
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",IFU E STERILIZZAZIONE - Bontempi Chirurgiche Instrumente,https://www.bontempimed.com/ifu-e-sterilizzazione/,24
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",'B.A.F.F.I' KIT - Bontempi Chirurgiche Instrumente,https://www.bontempimed.com/b-a-f-f-i-kit/,32
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",1/1 BD-30,https://www.bontempimed.com/cataloghi/set_argento.pdf,32
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",MUST SET- Bontempi Chirurgiche Instrumente,https://www.bontempimed.com/mustset/,16
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",Brochure_Tecnica_BAFFI_Quaran...,https://www.bontempimed.com/cataloghi/Set_Baffi_Bontempi.pdf,32
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",Bronzo,https://www.bontempimed.com/cataloghi/set_bronzo.pdf,32
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",Chirurgia Generale - Bontempi Chirurgiche Instrumente,https://www.bontempimed.com/chirurgia-generale/,16
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",Bontempi - Catalogo Strumenti Chirurgici,https://www.bontempimed.com/,24
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",Chirurgia Plastica - Bontempi Chirurgiche Instrumente,https://www.bontempimed.com/chirurgia-plastica/,16
REC_0090,"BMED Bontempi Kit official product page IFU brochure ""indication"" ""intended use"" Surgical Surgical Tools",KITS,https://www.bontempi.es/en/238-kits,32
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",MeDioStar_EN - ASCLEPION,https://asclepion.com/en/mediostar_en/,78
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",MeDioStar_US - ASCLEPION,https://asclepion.com/us/mediostar_us/,78
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",MeDioStar (K240816) — FDA 510(k) | Innolitics,https://fda.innolitics.com/submissions/SU/subpart-e%E2%80%94surgical-devices/GEX/K240816,24
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser","MeDioStar® 
         
             16 Pages",https://pdf.medicalexpo.com/pdf/asclepion-laser-technologies/mediostar/67653-264074.html,-100
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Asclepion MedioStar - MedioStar,https://www.aestheticsmedicallaser.com/product/asclepion-mediostar-laser-hair-removal/,44
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",Hair removal laser   MeDioStar® skin rejuvenation vascular lesion treatment acne treatment,https://www.medicalexpo.com/prod/asclepion-laser-technologies/product-67653-1031335.html,-100
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",MeDioStar Diode Laser Hair Removal Machine | Asclepion UK,https://asclepionuk.com/medical-aesthetic-devices/mediostar-professional-laser/,110
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",[PDF] MeDioStar NeXT - USER MANUAL - IIS Windows Server,https://media.supplychain.nhs.uk/media/documents/N0899725/Marketing/34532_N0899725%20Brochure2.pdf,32
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",[PDF] MeDioStar NeXT - nevacert.ru,https://docs.nevacert.ru/files/med_reestr_v2/22605_instruction.pdf,24
REC_0902,"Asclepion MeDioStar 810+940nm Diode Hair Removal official product page IFU brochure ""indication"" ""intended use"" EBD Laser",[PDF] Asclepi«n EG-Konformitatserklarung - nevacert.ru,https://docs.nevacert.ru/files/med_reestr_v2/11857_instruction.pdf,8
REC_0164,"BR Pharm Derm Post-Procedure Care official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",BR PHARM,https://www.brpharm.com/product/medical_device,32
REC_0164,"BR Pharm Derm Post-Procedure Care official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",BR PHARM,https://www.brpharm.com/product,32
REC_0164,"BR Pharm Derm Post-Procedure Care official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster","BR PHARM CO., Ltd. - Skin Care",https://brpharm.gobizkorea.com/,48
REC_0164,"BR Pharm Derm Post-Procedure Care official product page IFU brochure ""indication"" ""intended use"" Injectables Skin Booster",BR Pharm – BnD Bio,https://bndbiollc.com/br_pharm/,12
